id,Sentence,Sentiment,Cleaned_Sentence,Sentiment_Label
4765,$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,positive,volc this has a very very very very very probability of rallying tomorrow andor next week,1
3463,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",neutral,the airline that the cancellation of its flights due to the closure of european airspace and the process of recommencing traffic have caused a the a of eur20 the costs of stranded passengers accommodation,2
5582,$FB & $TSLA cracking lower early. $short #correction #stocks,negative,fb tsla cracking short correction,0
3824,Short more $FAZ for all who don't know that means markets will tank now :-p,negative,short more faz for all who do nt know that means will tank now p,0
851,"Standard Chartered, RBS Escape Capital Raising in Stress Test",positive,standard chartered rbs escape raising in stress test,1
155,Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,positive,rapala it it will make savings of 12 a by centralising its french at one site,1
5778,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,by 255 yearonyear to eur59 6 as the number of chargers delivered went up by 41 to 659 pieces,1
4059,long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,positive,sdlp cpgx twtr bita labu fb tsla ete sdrl autocharts httpstconxlx1es7ny,1
136,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,4 february 2011 broadband data communication provider teleste tlt1v wednesday its rocketed to eur4 8 in from eur416 000 in and it lifted its dividend proposal,1
877,AstraZeneca's Lung Cancer Drug Tagrisso Gets FDA Approval,positive,astrazenecas lung cancer drug tagrisso gets fda approval,1
3119,AstraZeneca diabetes drug combination faces delay after FDA rebuff,negative,astrazeneca diabetes drug combination faces delay after fda rebuff,0
3419,"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",negative,earnings per eps amounted to eur1 37 down from eur2 30,0
4396,London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit,negative,london exchange deutsche boerse merger under threat from brexit,0
709,"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",neutral,the consists of a building with an of 18000 sq and renovation of the existing buildings,2
3001,"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",positive,29 september waste management and recycling lassila tikanoja expands its in russia by introducing its recently completed recycling in the city of dubna near moscow,1
1155,Pohjola and cooperative banks have continued to combine their branch office network .,neutral,pohjola and cooperative have to combine their branch office network,2
2708,@mugatushair Now it is time to short $TSLA,negative,mugatushair now it is time to short tsla,0
5178,New product launches in Finland will more than double from 2005 .,positive,launches in will more than double from,1
2567,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,positive,outotec for the of jumped to 168 231 from 46 63 a ago,1
3160,RT @ACInvestorBlog $AAPL still on track for $500,positive,rt acinvestorblog aapl still on track for 500,1
4864,The Group 's cash flow from operations will be positive .,positive,the cash flow from will be positive,1
4533,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral,rapala tournament fishing with all the major titles already out for the holidays bargainpriced games such as rapala aim for a smaller audience,2
2507,"The firm 's UK head office is in Rugby Road , Lutterworth .",neutral,the firm uk head office is in rugby road lutterworth,2
3227,"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae .",neutral,while the did not indicate the level of in the it that has purchased the equipment of phone rd laboratory in jyvaeskylae,2
5642,"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive,panostaja its went up to 86 114 in fiscal 200506 october 31 from 28 37 in the same of fiscal 200405,1
4285,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,neutral,pretax to 338 from 408 in the fourth of,2
4590,It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China .,neutral,it offers advanced machinery maintenance and process development to the pulp and paper in northern china,2
5438,"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",neutral,in addition the kazakh delegation will visit sitra fund honkarakenne ltd and headquarters to study teliasonera ltd jsc activities,2
2727,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,negative,a survey conducted by taloustutkimus for sampo life shows that are badly prepared to losing key staff members,0
1838,"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive,was 1397 up 23 from 1138,1
3190,$vxx adding to position here !,positive,vxx adding to position here,1
1936,It will combine and renew the contents and functionality of the current systems for funding and online service as well as their maintenance .,positive,it will combine and renew the contents and functionality of the current for funding and online as well as their maintenance,1
1213,Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,negative,infection worries prompt regulatory reviews of gilead leukaemia drug gild httpstcoh9vqxpz15 g via yahoofinance,0
419,"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .",neutral,in addition to the presentations held by president kai telanne and cfo tuomas itkonen participants will have an opportunity to discuss with other members of the management,2
2340,"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",neutral,compagnie de financement foncier is to issue a benchmark covered in euros,2
4971,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,positive,metal components supplier componenta its went up to 35 45 in from 22 28 in,1
4709,The company aims to maintain this trend in profitability during the current year .,positive,the aims to maintain this trend in profitability during the current,1
4075,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",negative,konecranes kcr1v fh 55 to 2051 the biggest since june,0
1884,"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",positive,as a the currently anticipates to and the to be positive,1
3469,$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,negative,twtr sad the only thing to move this is a takeover rumor only to be off next day,0
4316,FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment,positive,fda approves astrazenecas iressa as lung cancer treatment,1
3440,"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",neutral,the is owned by the state of and the european aeronautic defense and space eads nv tekla is an international software that for building and energy distribution and municipalities,2
451,The sellers were the founders of the company .,neutral,the sellers were the founders of the,2
3710,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,neutral,the ship unloader is totally enclosed along the entire conveying line to the storage facilities,2
2127,Espoon kaupunki awarded contracts for personal care products .,positive,espoon kaupunki awarded for personal care,1
4569,"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",neutral,uk sarantel to outsource part of its processes to elcoteq in estonia london oct 13 bns the british miniature antennas maker sarantel has signed an to outsource its assembly test and supply chain processes to the of elcoteq in the estonian tallinn,2
2236,11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,negative,11 august measuring equipment maker vaisala vaias that its widened to eur4 8 in the first half of from eur2 in the a,0
4951,"` Sanoma is a buyer not a target , ' he said .",neutral,sanoma is a buyer not a target he,2
556,"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",negative,with the ftse 100 index which 949 points or 16 on the day this was a relative change of 04,0
3354,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,the profiles 614 many key and niche players worldwide such as black decker fiskars fiskars brands inc husqvarna outdoor products inc ks ryobi technologies inc the scotts miraclegro and van inc,2
4104,"Exports of goods fell by 59 % , and imports by 16.7 % .",negative,exports of goods by 59 and imports by 167,0
623,Net sales have been eaten by the weak US dollar .,negative,have been eaten by the weak us dollar,0
1322,Doubts grow over GlaxoSmithKline's $6 bln capital return plan,negative,doubts grow over glaxosmithklines 6 bln return,0
2744,The value of the contracts is about EUR 3.3 mn .,neutral,the of the is about 33,2
2920,$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,positive,aria bounce player above 617 httpstkscoq0wff,1
4052,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",negative,adp news jan 22 phones maker nok1v its to usd 65 bn for from 8 for,0
405,"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",neutral,most of the raw materials come from europe and the us and are paid in or us dollars while take place in rubles,2
1528,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",neutral,in the method the smelt spouts 2 are separated from the working 6 by a shielding wall 8 arranged movable in relation to the smelt spouts,2
4648,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,neutral,the also equipped the sculptural complex rabochy i kolkhoznitsa a worker and a collective farmer in moscow with snow melting,2
5309,Valga Lihatoostus markets its products under the Maks & Moorits trademark .,neutral,valga lihatoostus its under the maks moorits trademark,2
3534,"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",positive,sudden optimism about iphone ie not as bad as gives apple aapl a lift httpstcooktcw4yib5,1
5033,"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",negative,qihu totally missed this one was about to jump in on that 60 break test but did nt congrats shorts,0
2886,Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,negative,return on employed roce was a negative 23 to 113 in,0
2195,The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .,neutral,the for stood at 396 579,2
3979,"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",negative,thanks to the internet consumers more than previously and are not competitive,0
5097,$DMND green and moving,positive,dmnd green and moving,1
2485,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,negative,the announcement comes two weeks before a key licensing expires between between the two which are embroiled in a disagreement over royalty payments for texas instrument chips which use qualcommpatented,0
5241,Sales of mid-strength beer decreased by 40 % .,neutral,of midstrength beer by 40,2
5136,In Sweden the agreement covers data communication services as well .,neutral,in sweden the covers data communication as well,2
3533,` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive,by separating side we will be able to faster expand and develop tapro retail network,1
5114,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",negative,uk little changed near record as barclays shell,0
3460,$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,positive,spy do nt hang your bull hat yet next week we will pop higher on qe3 hope on back of feds 2 day meeting,1
2795,Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,orion pharma by 425 from 2004,1
3108,"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .",neutral,however in march the government of st petersburg passed the front part of the building with the 1900 square metres and a land plot for a hotel worth usd 1015mn to the delta,2
2705,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,neutral,the transaction is to be financed with a eur40 marketbased loan granted by standard chartered hong kong,2
4050,$TSLA Wish had my puts back but see if we can find support around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,negative,tsla wish had my puts back but see if we can find support around 24339 and pop up so that i can get back in httpstcohfklq3wobv,0
4002,$GOOGL gets an upgrade price target $970,positive,googl gets an upgrade target 970,1
2266,Part of the reductions will be made through retirement arrangements .,neutral,part of the reductions will be made through retirement arrangements,2
2468,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,neutral,chief executive officer ollipekka kallasvuo changes on tuesday mark the third time in nine the has reshuffled executives and as loses ground to apple iphone and rim blackberry,2
889,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,negative,pretax 49 to 52 in the first of,0
3978,Finnish Bank of +àland +àlandsbanken has issued a profit warning .,negative,of land landsbanken has issued a warning,0
3731,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,neutral,more than 80 special events in the three counties during four were hosted by the library and its nine branch libraries,2
2353,New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,positive,recommendation from carl kirst of bmo for wmb is buyprice target is 62httpstkscot0s0r,1
704,"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",positive,the broker highlights cargotec as its preferred in the sector as it is a pure play on global cargo and container handling and it it to play an active role in further consolidating the,1
3075,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive,improved to 203 from 114,1
579,This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,positive,this is a much better process than using virgin paper as it requires less transportation of wood pulp from places like and canada,1
1382,Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,neutral,marketing will use tikkurila existing infra structure and local knowledge in russia,2
5769,"Simultaneously , Alma Media has purchased a 35 % share of Arena Interactive , a subsidiary of Arena Partners with a focus on mobile solutions development .",neutral,simultaneously alma media has purchased a 35 of arena interactive a subsidiary of arena partners with a focus on development,2
5258,"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",neutral,the biggest sellers in the chain supermarkets in are organic pirkka tomatoes carrots eggs and meat,2
3933,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",positive,incap manufacturing services pvt ltd a subsidiary of incap of to double its revenues by 20072008,1
5130,CompaniesKingfisher bid for Mr Bricolage runs into trouble,negative,companieskingfisher bid for mr bricolage runs into trouble,0
5270,"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",neutral,the fixedterm of mr jarmo ukonaho the current general manager of incap indian will finish by the of the,2
3598,easyJet leads Britain's FTSE lower as global bond rout resumes,negative,easyjet leads britains ftse as global bond rout resumes,0
5205,"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",negative,aapl is now beaten down hated etc hhhmm opposite of 700 what happens next,0
103,"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",neutral,the decision means temporary layoffs of fixed duration at the nastola and jyvaskyla in southern and central respectively,2
5740,France raises concerns over proposed LSE-Deutsche Boerse deal,negative,france raises concerns over proposed lsedeutsche boerse,0
752,The maritime administration said the ships had ignored warnings about the icy conditions .,neutral,the maritime administration the ships had ignored warnings about the icy conditions,2
2475,$INVE : SEE YA ABOVE $8,positive,inve see ya above 8,1
5445,"$RNN day traders flushed out, it should start going up slowly from now on .",positive,rnn day traders flushed out it should going up slowly from now on,1
2139,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",neutral,shipping finnlines pretax 65 in the third of to a of 03 in the third of,2
3925,The terms of the transactions remained undisclosed .,neutral,the terms of the transactions remained undisclosed,2
2642,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,the amounted to 08 to a of 39 a,0
83,"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+úo , as saying .",positive,the brazilian of security provider fsecure signed up 1500 clients last online news source reseller web quoted the division commercial director vladimir brando as,1
1890,"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative,the will in a of eur5 for solidium which obtained tikkurila in march,0
1111,Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,negative,of land its to 49 in the third of from 56 in the third of,0
4612,$AAPL Nice RSI 33 bounce at 9:58,positive,aapl nice rsi 33 bounce at 958,1
2099,"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",negative,20 october environmental management lassila tikanoja lat1v or lt monday it its excluding nonrecurring items for the whole to be slightly than in,0
3917,"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .",positive,to pkc the acquisition would bring a significant addition to pkc base,1
1289,The total value of these two contracts is over EUR 21 million .,neutral,the of these two is over 21,2
4915,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive,both and for the sixmonth respectively from eur13 8 and eur143 6 as to the in,1
1437,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",positive,the of raw material aluminium went up at the of but the considers its outlook for favourable,1
4945,Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,positive,brazilian player telemig celular yesterday announced that it has selected software developer tecnomen to expand its prepaid billing,1
2578,"Again , the most significant sales increase of 18.6 % was in Russia .",positive,again the most significant of 186 was in russia,1
946,Morrisons book second consecutive quarter of sales growth,positive,morrisons book consecutive of growth,1
3062,The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,neutral,the negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks,2
3853,"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",negative,cash from activities was a negative 03 to 309 in,0
44,"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",positive,to pension insurance varma varma was the recipient of over two thirds of the revenue of the earningsrelated pension cover that was under competitive tendering in,1
1359,$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,positive,fb big money is pouring into facebook from all directionshttpstkscosowg,1
4571,Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,positive,stora enso thirdquarter pretax doubled to 197mn,1
2179,"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",negative,in the baltic states the of 119 down from 142 and an operative ebit of 22 down from 17,0
1877,Royal Mail share price rallies amid positive broker comments,positive,royal mail rallies amid positive broker comments,1
583,"With the new arrangement , customer responsibilities will become mainly regional .",neutral,with the arrangement responsibilities will become mainly regional,2
1495,Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,neutral,elisa has commissioned poyry telecom oy to conduct a study of reception in some of estonia largest cities besides tallinn,2
3934,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",neutral,in the city of forssa has it will not pay compensation to food hk ruokatalo and atria for the lye leak into tap water that occurred in march,2
2934,"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive,the structure better communication faster decisionmaking and cost savings proha,1
2902,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive,revenue in july to september grew 14 to 467 from a the thursday,1
3734,"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",positive,adp news nov 28 powersupply provider efore efo1v announced the launch of opus dc the latest power in its opus line,1
943,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,negative,the layoffs will affect 240 people out of the 320 okmetic employees in,0
4596,"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral,the equipment ixonos acquires with this mechanical engineering hardware an rf and antenna measurement laboratory facilities for the measurement of audio cameras and displays as well as devices and robot for the testing of devices,2
2111,"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",negative,the implementation of these programs has had and will have negative impacts on and earnings mr meiklejohn,0
5113,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",neutral,of these 14747084 are held by the and the number of outstanding and voting rights attached to the amounts thus to 161256847,2
3833,Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,positive,double bottom with handle point of 2951 ip httpchartlyakvujxh,1
1093,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",neutral,before taxes was 40 down from 49,2
1905,Total operating revenue grew by 27.6 % year-on-year to EUR61m .,positive,revenue grew by 276 yearonyear to eur61,1
1475,The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,positive,the will be used for upgrading the networks of a russian mso in 37 different cities in russia,1
2680,Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,positive,nasdaq sets up for breakout part ii via allstarcharts httpstksco15nv goog amzn qcom,1
1483,@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,positive,asdfllc nice pop told ya we would be green haha funny you bring that up i actually working on a story about nok at the moment,1
3928,The net sales decreased to EUR 49.8 million from EUR 59.9 million .,negative,the to 498 from 599,0
4210,"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",neutral,country switzerland sector pharmaceuticals target synosia therapeutics holding ag buyer biotie therapies corp size in usd 1294 type corporate acquisition financing allstock status closed,2
2647,Radiation and today is a full service house expert in radiation and nuclear safety issues .,neutral,radiation and is a full house expert in radiation and nuclear safety issues,2
2425,"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",neutral,deliveries of 1112 2310 and 2610 are to in the of,2
5745,"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",positive,to karhinen oppohjola is an exciting enterprise because the cooperation will bring huge opportunities for and the itself,1
1989,"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",neutral,there the issue of thieves stealing them from building sites mr smith,2
4550,Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral,any or activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons,2
541,"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .",neutral,changes being announced will be effective after the close of trading on friday june 19,2
2235,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,neutral,ahlstrom is quoted on the nasdaq,2
2773,$NFLX I say it's time to short at this point.,negative,nflx i its time to short at this point,0
2214,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative,stora enso its secondquarter would by half with the same in,0
898,"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",negative,external from the printing by 437 partly due to the termination of the printing between ilkkayhtyma printing house iprint oy and sector player hss media ab in december and the in printing,0
3448,"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",neutral,in snow storms brought trees down on power lines cutting off electricity for some 2000 households,2
3100,AB InBev attacks SABMiller bid rebuffal,negative,ab inbev attacks sabmiller bid rebuffal,0
2914,Diageo sales disappoint as currency and comparatives leave bitter taste,negative,diageo disappoint as currency and comparatives leave bitter taste,0
5828,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",negative,adpnews oct 21 finlandbased it consultancy tieto tie1v its plunged to 294 usd 439 for the first nine of from 587 for the same o,0
4072,"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .",neutral,cargotec 34 in and it employs approximately 11000 people,2
1318,"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",positive,steel maker rautaruukki ruukki on july 7 that it won a 90 141 to supply and install steel superstructures for partihallsforbindelsen bridge in gothenburg western sweden,1
747,"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative,122 down from 356 in the first of,0
5639,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,cost cutting measures which have produced around eur70 of savings over the past nine have dampened the airline finnair,1
5492,"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",positive,russia top container shipping fesco and logistics nurminen logistics have a pilot offering clients direct intermodal transportation from to asia pacific countries fesco in a statement,1
2518,"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",negative,dji overbought aapl axp ba cvx ibm intc vz httpstcowmy1pnomjf,0
4361,"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",neutral,sukhraj dulai of the 2900 block of boni sue court a culdesac on the city north side the vehicle and went inside his house about 8 am tuesday leaving the garage door open,2
2382,UPDATE 1-BP shareholders back more disclosure on climate change risks,neutral,update 1bp shareholders back more disclosure on climate change risks,2
1669,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,negative,from 79 in the of to 51 in the of,0
1443,$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,negative,yelp wayyy overvalued right now imo should be trading single digits may take a short pos into earnings near term target 18,0
5161,Sainsbury sales slip again as price pressures take a toll,negative,sainsbury slip again as pressures take a toll,0
1650,"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative,hit 1321 on friday down 50 from the of the in part because of the slow introduction of touchscreen models,0
2509,"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral,in addition to software development the design will for mechanical engineering and electronics design,2
1086,"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",positive,a purchase for 7200 tons of gasoline with delivery at the hamina terminal was signed with neste oil at the average platts index for this september plus eight us dollars per,1
